KUNNR,BELNR,ZUONR,BLART,BLDAT,NETDT,VERZN,S_DMBTR,SGTXT,XBLNR
1410340,9974800848,9974800848,DR,20251203,2026-01-02 00:00:00,6,7347.59,วบ 09.12.2025 / รอนัดชำระรอบพิเศษ,C250538767
1410340,9974812877,9974812877,DR,20251210,2026-01-09 00:00:00,-1,6269.13,วบ 16.12.2025 / รอนัดโอนชำระรอบพิเศษ,C250551038
1410340,9974825343,9974825343,DR,20251217,2026-01-16 00:00:00,-8,7023.67,บิลมาแล้ว ***,C250563143
1410340,9974841244,9974841244,DR,20251224,2026-01-23 00:00:00,-15,4867.32,วบ 06.12.2025 รอนัดโอนชำระ,C250575652
1411334,9974800999,9974800999,DR,20251203,2026-01-02 00:00:00,6,1379.44,วบ.5.1 โอน 30.1,4501838501
1441343,0800014998,"",MI,20251215,2026-01-14 00:00:00,-6,2086.85,Claim MON Transport Damage-Q4-2025,""
1441343,9974781123,9974781123,DR,20251120,2025-12-20 00:00:00,19,983,ptp 7.1.26,20112025X1
1441343,9974789436,9974789436,DR,20251125,2025-12-25 00:00:00,14,915,ptp 7.1.26,24112025X1
1601366,9974808958,9974808958,DR,20251208,2026-01-07 00:00:00,1,16680.23,"",SFA97801937
1601366,9974828336,9974828336,DR,20251218,2026-01-17 00:00:00,-9,80022.75,"",SFA97801965
1639363,9974789318,9974789318,DR,20251125,2025-12-25 00:00:00,14,1745.92,"",15502398
1639363,9974803568,9974803568,DR,20251204,2026-01-03 00:00:00,5,450.04,"",15534623
1639363,9974810776,9974810776,DR,20251208,2026-01-07 00:00:00,1,412.17,"",15588902
1639363,9974824857,9974824857,DR,20251216,2026-01-15 00:00:00,-7,973.53,"",15631859
1639363,9974831354,9974831354,DR,20251219,2026-01-18 00:00:00,-10,2229.07,บิลยกเลิกรอ CN 01-27/12/25,15662921
1639363,9974840581,9974840581,DR,20251223,2026-01-22 00:00:00,-14,2150.76,บิลยกเลิกรอ CN 01-27/12/25,15675758
1639363,9974849362,9974849362,DR,20251226,2026-01-25 00:00:00,-17,6363.66,บิลยกเลิกรอ CN 30/12/25,15701813
1639363,9974857544,9974857544,DR,20260105,2026-02-04 00:00:00,-27,1508.39,"",15745905
1639363,9974857741,9974857741,DR,20260105,2026-02-04 00:00:00,-27,1346.95,"",15736812
1785159,9974780088,9974780088,DG,20251120,2025-11-20 00:00:00,49,-1778.1100000000001,"",PR_GR11_120_ONNR
1785159,9974798663,9974798663,DR,20251202,2026-01-01 00:00:00,7,318499.11,"",SFA2404686
1785159,9974801739,9974801739,DG,20251203,2025-12-03 00:00:00,36,-2880.9,"",PR_GR12_70_ONNR
1785159,9974801766,9974801766,DG,20251203,2025-12-03 00:00:00,36,-10864,"",PR_GR12_73_ONNR
1785159,9974801844,9974801844,DG,20251203,2025-12-03 00:00:00,36,-240,"",PR_GR12_80_ONNR
1785159,9974801846,9974801846,DG,20251203,2025-12-03 00:00:00,36,-300,"",PR_GR12_79_ONNR
1785159,9974802273,9974802273,DG,20251203,2025-12-03 00:00:00,36,-661.2,"",PR_GR12_88_ONNR
1785159,9974802444,9974802444,DG,20251203,2025-12-03 00:00:00,36,-2174.16,"",PR_GR12_91_ONNR
1785159,9974804399,9974804399,DG,20251204,2025-12-04 00:00:00,35,-1689.66,"",PR_GR12_97_ONNR
1785159,9974805766,9974805766,DR,20251205,2026-01-04 00:00:00,4,814375.16,"",SFA97201714
1785159,9974806280,9974806280,DG,20251205,2025-12-05 00:00:00,34,-7945.110000000001,"",PR_GR12_109_ONNR
1785159,9974806281,9974806281,DG,20251205,2025-12-05 00:00:00,34,-2376.7400000000002,"",PR_GR12_106_ONNR
1785159,9974806282,9974806282,DG,20251205,2025-12-05 00:00:00,34,-996.28,"",PR_GR12_116_ONNR
1785159,9974806283,9974806283,DG,20251205,2025-12-05 00:00:00,34,-3859.44,"",PR_GR12_103_ONNR
1785159,9974809248,9974809248,DG,20251208,2025-12-08 00:00:00,31,-2017.6000000000001,"",PR_WN12_13_NKNR
1785159,9974809272,9974809272,DG,20251208,2025-12-08 00:00:00,31,-2182.5,"",PR_WN12_24_NKNR
1785159,9974809373,9974809373,DG,20251208,2025-12-08 00:00:00,31,-4374.7,"",PR_WN12_24_NKNR
1785159,9974809655,9974809655,DG,20251208,2025-12-08 00:00:00,31,-1455,"",PR_WN12_16_NKNR
1785159,9974809751,9974809751,DG,20251208,2025-12-08 00:00:00,31,-4753,"",PR_WN12_16_NKNR
1785159,9974810212,9974810212,DG,20251208,2025-12-08 00:00:00,31,-9843.34,"",SFA2404285
1785159,9974810214,9974810214,DG,20251208,2025-12-08 00:00:00,31,-2454.14,"",SFA2404372
1785159,9974810215,9974810215,DG,20251208,2025-12-08 00:00:00,31,-7556.5,"",SFA2404433
1785159,9974810217,9974810217,DG,20251208,2025-12-08 00:00:00,31,-32069.33,"",SFA2404583
1785159,9974811509,9974811509,DG,20251209,2025-12-09 00:00:00,30,-12763.29,"",PR_GR12_122_ONNR
1785159,9974817792,9974817792,DR,20251212,2026-01-11 00:00:00,-3,65652.47,"",SFA97201724
1785159,9974817911,9974817911,DG,20251212,2025-12-12 00:00:00,27,-1669.8700000000001,"",PR_GR12_183_ONNR
1785159,9974823087,9974823087,DR,20251216,2026-01-15 00:00:00,-7,141706.16,"",SFA2404697
1785159,9974823088,9974823088,DR,20251216,2026-01-15 00:00:00,-7,120940.91,"",SFA2404695
1785159,9974823089,9974823089,DR,20251216,2026-01-15 00:00:00,-7,62438.96,"",SFA2404696
1785159,9974823095,9974823095,DR,20251216,2026-01-15 00:00:00,-7,45433.82,"",SFA97201728
1785159,9974829078,9974829078,DR,20251218,2026-01-17 00:00:00,-9,188697.39,"",FOC
1785159,9974829079,9974829079,DR,20251218,2026-01-17 00:00:00,-9,80870.31,"",SFA97201742
1785159,9974832896,9974832896,DR,20251221,2026-01-20 00:00:00,-12,39876.46,"",FOC_2404
1785159,9974834506,9974834506,DG,20251222,2025-12-22 00:00:00,17,-3904.25,"",PR_GR12_225_ONNR
1785159,9974834616,9974834616,DG,20251222,2025-12-22 00:00:00,17,-383.05,"",PR_GR12_227_ONNR
1785159,9974834651,9974834651,DG,20251222,2025-12-22 00:00:00,17,-250,"",PR_GR12_229_ONNR
1785159,9974834725,9974834725,DG,20251222,2025-12-22 00:00:00,17,-4403.8,"",PR_WN12_55_NKNR
1785159,9974835109,9974835109,DG,20251222,2025-12-22 00:00:00,17,-4350.45,"",PR_WN12_45_NKNR
1785159,9974835134,9974835134,DG,20251222,2025-12-22 00:00:00,17,-6460.2,"",PR_WN12_42_NKNR
1785159,9974835151,9974835151,DG,20251222,2025-12-22 00:00:00,17,-1164,"",PR_GR12_232_ONNR
1785159,9974835364,9974835364,DG,20251222,2025-12-22 00:00:00,17,-750,"",PR_WN12_65_NKNR
1785159,9974835564,9974835564,DG,20251222,2025-12-22 00:00:00,17,-1280.4,"",PR_WN12_74_NKNR
1785159,9974835569,9974835569,DG,20251222,2025-12-22 00:00:00,17,-2444.4,"",PR_WN12_74_NKNR
1785159,9974835723,9974835723,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_55_NKNR
1785159,9974835766,9974835766,DG,20251222,2025-12-22 00:00:00,17,-12509.12,"",PR_WN12_68_NKNR
1785159,9974835771,9974835771,DG,20251222,2025-12-22 00:00:00,17,-7275,"",PR_WN12_71_NKNR
1785159,9974835796,9974835796,DG,20251222,2025-12-22 00:00:00,17,-1280.4,"",PR_WN12_55_NKNR
1785159,9974835814,9974835814,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_74_NKNR
1785159,9974836160,9974836160,DG,20251222,2025-12-22 00:00:00,17,-4859.7,"",PR_WN12_58_NKNR
1785159,9974836187,9974836187,DG,20251222,2025-12-22 00:00:00,17,-300,"",PR_WN12_58_NKNR
1785159,9974836198,9974836198,DG,20251222,2025-12-22 00:00:00,17,-750,"",PR_WN12_58_NKNR
1785159,9974836203,9974836203,DG,20251222,2025-12-22 00:00:00,17,-900,"",PR_WN12_58_NKNR
1785159,9974836554,9974836554,DG,20251222,2025-12-22 00:00:00,17,-2444.4,"",PR_WN12_55_NKNR
1785159,9974836580,9974836580,DG,20251222,2025-12-22 00:00:00,17,-300,"",PR_WN12_65_NKNR
1785159,9974836583,9974836583,DG,20251222,2025-12-22 00:00:00,17,-840,"",PR_WN12_65_NKNR
1785159,9974836588,9974836588,DG,20251222,2025-12-22 00:00:00,17,-930,"",PR_WN12_65_NKNR
1785159,9974836720,9974836720,DG,20251222,2025-12-22 00:00:00,17,-2017.6000000000001,"",PR_WN12_77_NKNR
1785159,9974836838,9974836838,DG,20251222,2025-12-22 00:00:00,17,-1455,"",PR_WN12_62_NKNR
1785159,9974836839,9974836839,DG,20251222,2025-12-22 00:00:00,17,-1251.3,"",PR_WN12_65_NKNR
1785159,9974836851,9974836851,DG,20251222,2025-12-22 00:00:00,17,-900,"",PR_WN12_65_NKNR
1785159,9974837746,9974837746,DG,20251223,2025-12-23 00:00:00,16,-840,"",PR_WN12_58_NKNR
1785159,9974837775,9974837775,DG,20251223,2025-12-23 00:00:00,16,-4753,"",PR_WN12_80_NKNR
1785159,9974837779,9974837779,DG,20251223,2025-12-23 00:00:00,16,-930,"",PR_WN12_58_NKNR
1785159,9974837783,9974837783,DG,20251223,2025-12-23 00:00:00,16,-1251.3,"",PR_WN12_58_NKNR
1785159,9974837800,9974837800,DG,20251223,2025-12-23 00:00:00,16,-1455,"",PR_WN12_80_NKNR
1785159,9974838444,9974838444,DG,20251223,2025-12-23 00:00:00,16,-800,"",PR_GR12_245_ONNR
1785159,9974838507,9974838507,DG,20251223,2025-12-23 00:00:00,16,-1940,"",PR_GR12_247_ONNR
1785159,9974838516,9974838516,DG,20251223,2025-12-23 00:00:00,16,-21728,"",PR_GR12_242_ONNR
1785159,9974838816,9974838816,DG,20251223,2025-12-23 00:00:00,16,-2231,"",PR_GR12_520_ONNR
1785159,9974838828,9974838828,DG,20251223,2025-12-23 00:00:00,16,-2080.98,"",PR_GR12_527_ONNR
1785159,9974839298,9974839298,DG,20251223,2025-12-23 00:00:00,16,-5068.99,"",PR_GR12_547_ONNR
1785159,9974839471,9974839471,DG,20251223,2025-12-23 00:00:00,16,-4481.400000000001,"",PR_GR12_522_ONNR
1785159,9974839670,9974839670,DG,20251223,2025-12-23 00:00:00,16,-11523.6,"",PR_GR12_239_ONNR
1785159,9974841871,9974841871,DR,20251224,2026-01-23 00:00:00,-15,294415.32,"",SFA2404712
1785159,9974841872,9974841872,DR,20251224,2026-01-23 00:00:00,-15,265530.33,"",SFA2404711
1785159,9974842699,9974842699,DG,20251224,2025-12-24 00:00:00,15,-797,"",PR_GR12_590_ONNR
1785159,9974842768,9974842768,DG,20251224,2025-12-24 00:00:00,15,-14841,"",PR_GR12_593_ONNR
1785159,9974846195,9974846195,DG,20251225,2025-12-25 00:00:00,14,-26652.75,"",PR_GR12_533_ONNR
1785159,9974846488,9974846488,DG,20251225,2025-12-25 00:00:00,14,-970,"",PR_GR12_550_ONNR
1785159,9974846491,9974846491,DG,20251225,2025-12-25 00:00:00,14,-13668.4,"",PR_GR12_565_ONNR
1785159,9974846536,9974846536,DG,20251225,2025-12-25 00:00:00,14,-3168.9900000000002,"",PR_GR12_562_ONNR
1785159,9974846894,9974846894,DG,20251225,2025-12-25 00:00:00,14,-2203.9900000000002,"",PR_GR12_556_ONNR
1785159,9974860825,9974860825,DR,20260107,2026-02-06 00:00:00,-29,652284.53,"",SFA97201759
1785159,9974860826,9974860826,DR,20260107,2026-02-06 00:00:00,-29,206511.86000000002,"",SFA2404726
1786220,7100000015,9974375497,ZA,20260106,2026-01-06 00:00:00,2,3756.39,Partial CN,""
1786220,9974358783,9974358783,DG,20250207,2025-02-07 00:00:00,335,-48683.58,CN subsidy for 7-11 and others  Jan 2025(Ubol),PR_IC02_06_SMNR
1786220,9974370768,9974370768,DG,20250214,2025-02-14 00:00:00,328,-457.57,ชดเชย La Frutta Yen Yen ปรับราคา_Srisaket,PR_IC02_07_SMNR
1786220,9974370771,9974370771,DG,20250214,2025-02-14 00:00:00,328,-15423.61,ชดเชย La Frutta Yen Yen ปรับราคา_Ubolratchathani,PR_IC02_07_SMNR
1786220,9974374055,9974374055,DG,20250217,2025-02-17 00:00:00,325,-375.66,CN Subsidy to NDP (ชดเชยส่วนลด nama dark 7-11 วันท,PR_IC02_10_SMNR
1786220,9974374192,9974374192,DG,20250217,2025-02-17 00:00:00,325,-8883.15,T-52149574 Tricycle Driver Incentive Jan 2025,PR_IC02_09_SMNR
1786220,9974375276,9974375276,DG,20250218,2025-02-18 00:00:00,324,-15696.61,T-52149353 Incentive Dist.  Jan 25 (Srisaket),PR_IC02_12_SMNR
1786220,9974375283,9974375283,DG,20250218,2025-02-18 00:00:00,324,-28776.04,T-52149353 Incentive Dist.  Jan 25 (U-bon),PR_IC02_12_SMNR
1786220,9974375286,9974375286,DG,20250218,2025-02-18 00:00:00,324,-1358,"10 แถม 1 นมหมีมังกี้,1 แถม 1 คิทแคทไพท์,กระจาย 2 c",PR_IC02_13_SMNR
1786220,9974375496,9974375496,DG,20250218,2025-02-18 00:00:00,324,-34920,CN เงินสนับสนุน Selling Route and เงินสนับสนุนค่าน,PR_IC02_11_SMNR
1786220,9974375497,9974375497,DG,20250218,2025-02-18 00:00:00,324,-3880,CN เงินสนับสนุน Selling Route and เงินสนับสนุนค่าน,PR_IC02_11_SMNR
1786220,9974398521,9974398521,DG,20250305,2025-03-05 00:00:00,309,-63897.58,CN subsidy for 7-11 and others Feb 2025 (Ubol),PR_IC03_05_SMNR
1786220,9974417532,9974417532,DG,20250317,2025-03-17 00:00:00,297,-6583.52,T-52149574 Tricycle Driver Incentive Feb 2025,PR_IC03_19_SMNR
1786220,9974471915,9974471915,DG,20250424,2025-04-24 00:00:00,259,-514.76,โปรช่องทาง FS ร้านบุฟเฟต์ ชาบู หมูกะทะ 10 Free 2,PR_IC04_42_SMNR
1786220,9974517617,9974517617,DG,20250526,2025-05-26 00:00:00,227,-1622.46,"TRโคล่า10แถม2Apr25,TTSCFSทราฟฟิคไลท์1ครบ4000,TTSCF",PR_IC05_18_SMNR
1786220,9974517735,9974517735,DG,20250526,2025-05-26 00:00:00,227,-471.94,T-52204964 เลขที่เอกสาร FS01032025 AKA มี.ค.68,PR_IC05_27_SMNR
1786220,9974691083,9974691083,DG,20250923,2025-09-23 00:00:00,107,-128621.77,"T-52258680 เลขที่เอกสาร ค่าไฟ,วันเด็ก,สินค้าชิม",PR_IC09_16_SMNR
1786220,9974691099,9974691099,DG,20250923,2025-09-23 00:00:00,107,-163780.67,T-52258680 เลขที่เอกสาร ค่าสินค้ารับโอนจากดิสอุบล,PR_IC09_16_SMNR
1792638,9974859549,9974859549,DR,20260107,2026-01-08 00:00:00,0,962070.02,"",CMI2601000000127
1841038,9974813962,9974813962,DR,20251210,2026-01-09 00:00:00,-1,37012.090000000004,"",ส่งยืนยงสาขาในเม
1841038,9974813978,9974813978,DR,20251210,2026-01-09 00:00:00,-1,44466.23,"",ส่งสาขานอกเมือง
1841038,9974819416,9974819416,DR,20251214,2026-01-13 00:00:00,-5,14220.36,"",SFA2809931
1841038,9974838448,9974838448,DG,20251223,2025-12-23 00:00:00,16,-160,"",PR_GR12_245_ONNR
1841038,9974838527,9974838527,DG,20251223,2025-12-23 00:00:00,16,-1455,"",PR_GR12_242_ONNR
1841038,9974839672,9974839672,DG,20251223,2025-12-23 00:00:00,16,-32,"",PR_GR12_239_ONNR
1841038,9974842559,9974842559,DG,20251224,2025-12-24 00:00:00,15,-150,"",PR_GR12_584_ONNR
1841038,9974842703,9974842703,DG,20251224,2025-12-24 00:00:00,15,-39.85,"",PR_GR12_590_ONNR
1841038,9974860755,9974860755,DR,20260107,2026-02-06 00:00:00,-29,39526.48,"",SFA2810016
1853655,0800015742,"",MI,20251223,2026-01-22 00:00:00,-14,3081.6,CMD Scrap Sale WPI_2025.013,12000133
1861079,9974786468,9974786468,DR,20251125,2026-01-13 00:00:00,-5,459324.72000000003,วบ 28.11.25,7125349451/5
1861079,9974802438,9974802438,DG,20251203,2025-12-03 00:00:00,36,-347144.58,NIN_HEC_Margin Subsidy_Oct25,PR_NN12_04_TSNR
1861079,9974803287,9974803287,DR,20251204,2026-01-20 00:00:00,-12,1994687.58,วบ 12.12.25,7125350615/1
1861079,9974803288,9974803288,DR,20251204,2026-01-20 00:00:00,-12,140758.07,วบ 12.12.25,7125350745/1
1861079,9974803289,9974803289,DR,20251204,2026-01-20 00:00:00,-12,2589182.85,วบ 12.12.25,7125350745/2
1861079,9974803290,9974803290,DR,20251204,2026-01-20 00:00:00,-12,145962.08000000002,วบ 12.12.25,7125350615/2
1861079,9974808892,9974808892,DR,20251208,2026-01-27 00:00:00,-19,359291.28,วบ 12.12.25,7125350615/3
1861079,9974808893,9974808893,DR,20251208,2026-01-27 00:00:00,-19,4187352.52,วบ 19.12.25,7125350745/3
1861079,9974811065,9974811065,DR,20251209,2026-01-27 00:00:00,-19,1838429.96,วบ 19.12.25,7125350745/4
1861079,9974811066,9974811066,DR,20251209,2026-01-27 00:00:00,-19,472738.31,วบ 19.12.25,7125350745/5
1861079,9974813364,9974813364,DG,20251210,2025-12-10 00:00:00,29,-5536.54,วบ 19.12.25,7125350194/1
1861079,9974813437,9974813437,DG,20251210,2025-12-10 00:00:00,29,-1387697.49,Compensated price OTC (NHS) - Nov 2025,PR_NHS12_04_TSNR
1861079,9974813507,9974813507,DG,20251210,2025-12-10 00:00:00,29,-1924664.1500000001,'Compensate price-MC NHS (Nov 2025),PR_NHS12_03_TSNR
1861079,9974813639,9974813639,DR,20251210,2026-01-27 00:00:00,-19,13433.94,Debit note Price diff,7125349508/1
1861079,9974813640,9974813640,DR,20251210,2026-01-27 00:00:00,-19,316.81,Debit note Price diff,7125322902/1
1861079,9974813641,9974813641,DR,20251210,2026-01-27 00:00:00,-19,1469.08,Debit note Price diff,7125327787/2
1861079,9974822629,9974822629,DR,20251216,2026-02-03 00:00:00,-26,599622.62,วบ 19.12.25,7125351277/1
1861079,9974823493,9974823493,DG,20251216,2025-12-16 00:00:00,23,-112682.36,SG TJO SEP'25,7125333024/1
1861079,9974823502,9974823502,DG,20251216,2025-12-16 00:00:00,23,-1790.06,SG TJO SEP'25,7125305103/1
1861079,9974823504,9974823504,DG,20251216,2025-12-16 00:00:00,23,-12466.84,SG TJO SEP'25,7125311811/3
1861079,9974823509,9974823509,DG,20251216,2025-12-16 00:00:00,23,-113645.04000000001,SG TJO SEP'25,7125316424/1
1861079,9974823510,9974823510,DG,20251216,2025-12-16 00:00:00,23,-19016.04,SG TJO SEP'25,7125316424/1
1861079,9974823582,9974823582,DG,20251216,2025-12-16 00:00:00,23,-26590.96,SG TJO SEP'25,7125329768/1
1861079,9974823583,9974823583,DG,20251216,2025-12-16 00:00:00,23,-1581.89,SG TJO SEP'25,7125318308/3
1861079,9974823606,9974823606,DG,20251216,2025-12-16 00:00:00,23,-8485.8,SG TJO SEP'25,7125321792/1
1861079,9974823607,9974823607,DG,20251216,2025-12-16 00:00:00,23,-64827.560000000005,SG TJO SEP'25,7125340735/3
1861079,9974823608,9974823608,DG,20251216,2025-12-16 00:00:00,23,-4764.86,SG TJO SEP'25,7125340735/1
1861079,9974825454,9974825454,DR,20251217,2026-02-03 00:00:00,-26,3045923.47,วบ 23.12.25,7125351277/2
1861079,9974825455,9974825455,DR,20251217,2026-02-03 00:00:00,-26,2632987.61,วบ 26.12.25,7125351417/1
1861079,9974825456,9974825456,DR,20251217,2026-02-03 00:00:00,-26,3923944.96,วบ 26.12.25,7125351417/2
1861079,9974828053,9974828053,DR,20251218,2026-02-03 00:00:00,-26,8491334.68,วบ 23.12.25,7125351417/3
1861079,9974828054,9974828054,DR,20251218,2026-02-03 00:00:00,-26,297704.29,วบ 23.12.25,7125351277/3
1861079,9974828055,9974828055,DR,20251218,2026-02-03 00:00:00,-26,869086.35,วบ 23.12.25,7125351277/6
1861079,9974828780,9974828780,DG,20251218,2025-12-18 00:00:00,21,-315884.85000000003,NIN_HEC_Margin Subsidy_Nov25,PR_NN12_13_TSNR
1861079,9974828781,9974828781,DG,20251218,2025-12-18 00:00:00,21,-69250.61,margin subsidize OTC_Sep25,PR_NN12_14_TSNR
1861079,9974828782,9974828782,DG,20251218,2025-12-18 00:00:00,21,-33897.8,margin subsidize OTC_Nov25,PR_NN12_15_TSNR
1861079,9974830301,9974830301,DR,20251219,2026-02-03 00:00:00,-26,1942408.23,วบ 23.12.25,7125351277/5
1861079,9974830311,9974830311,DR,20251219,2026-02-03 00:00:00,-26,7339620.890000001,วบ 26.12.25,7125351417/4
1861079,9974830314,9974830314,DR,20251219,2026-02-03 00:00:00,-26,766686.79,วบ 23.12.25,7125351277/4
1861079,9974830838,9974830838,DG,20251219,2025-12-19 00:00:00,20,-560.71,วบ 23.12.25,7125350745/3
1861079,9974832330,9974832330,DG,20251220,2025-12-20 00:00:00,19,-134324.76,SG TJO OCT'25,7125311811/1
1861079,9974832331,9974832331,DG,20251220,2025-12-20 00:00:00,19,-70719.87,SG TJO OCT'25,7125316424/1
1861079,9974832332,9974832332,DG,20251220,2025-12-20 00:00:00,19,-10804.59,SG TJO OCT'25,7125325705/3
1861079,9974832333,9974832333,DG,20251220,2025-12-20 00:00:00,19,-8715.69,SG TJO OCT'25,7125325705/4
1861079,9974832334,9974832334,DG,20251220,2025-12-20 00:00:00,19,-9439.11,SG TJO OCT'25,7125319982/2
1861079,9974832337,9974832337,DG,20251220,2025-12-20 00:00:00,19,-88930.11,SG TJO OCT'25,7125333024/4
1861079,9974833991,9974833991,DG,20251222,2025-12-22 00:00:00,17,-18762.08,SG TJO OCT'25,7125329768/1
1861079,9974833993,9974833993,DG,20251222,2025-12-22 00:00:00,17,-794.14,SG TJO OCT'25,7125341924/2
1861079,9974834539,9974834539,DG,20251222,2025-12-22 00:00:00,17,-2386123.54,WIN_HEC_Margin Subsidy_Nov25,PR_WN12_99_TSNR
1861079,9974834549,9974834549,DG,20251222,2025-12-22 00:00:00,17,-1484059.45,margin subsidize OTC_Nov25,PR_WN12_100_TSNR
1861079,9974834573,9974834573,DG,20251222,2025-12-22 00:00:00,17,-505278.12,margin subsidize OTC_Nov25,PR_WN12_102_TSNR
1861079,9974837550,9974837550,DR,20251223,2026-02-10 00:00:00,-33,1848949.11,วบ 26.12.25,7125351587/1
1861079,9974837551,9974837551,DR,20251223,2026-02-10 00:00:00,-33,1354342.07,วบ 26.12.25,7125351587/2
1861079,9974846141,9974846141,DG,20251225,2025-12-25 00:00:00,14,-4867.18,"",7125351417/2
1861079,9974846144,9974846144,DG,20251225,2025-12-25 00:00:00,14,-29920.31,"",7125351417/1
1861079,9974846148,9974846148,DG,20251225,2025-12-25 00:00:00,14,-5557.82,"",7125351587/1
1861079,9974846242,9974846242,DG,20251225,2025-12-25 00:00:00,14,-100062.06,"",7125351417/4
1861079,9974848365,9974848365,DG,20251226,2025-12-26 00:00:00,13,-29316.510000000002,SGTJNAUG25,7125304196/2
1861079,9974848539,9974848539,DG,20251226,2025-12-26 00:00:00,13,-1614.83,SGTJNAUG25,7125316566/7
1861079,9974848540,9974848540,DG,20251226,2025-12-26 00:00:00,13,-31028.25,SGTJNAUG25,7125319419/1
1861079,9974848541,9974848541,DG,20251226,2025-12-26 00:00:00,13,-9381.36,SGTJNAUG25,7125319419/1
1861079,9974848542,9974848542,DG,20251226,2025-12-26 00:00:00,13,-1076.55,SGTJNAUG25,7125329063/1
1861079,9974848543,9974848543,DG,20251226,2025-12-26 00:00:00,13,-3701.48,SGTJNAUG25,7125329063/5
1861079,9974848544,9974848544,DG,20251226,2025-12-26 00:00:00,13,-11005.5,SGTJNAUG25,7125331170/1
1861079,9974848545,9974848545,DG,20251226,2025-12-26 00:00:00,13,-55365.48,SGTJNAUG25,7125321946/4
1861079,9974848547,9974848547,DG,20251226,2025-12-26 00:00:00,13,-15456.15,SGTJNAUG25,7125323572/2
